City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
625,Pizarro,CO,4.9533,-77.366,81.19,79,51,6.82,broken clouds
626,Livingston,GB,55.9029,-3.5226,59.25,80,100,7.78,light rain
627,Ous,RU,60.9058,61.5186,35.69,95,15,9.66,few clouds
628,Manyana,BW,-23.4,21.7167,60.28,13,11,8.95,few clouds
629,Krasnyy Sulin,RU,47.8922,40.0704,55.33,50,51,7.09,broken clouds
630,Tezu,IN,27.9167,96.1667,72.63,98,100,2.8,overcast clouds
631,Ixtapa,MX,20.7,-105.2,80.22,96,100,4.52,overcast clouds
632,Samarai,PG,-10.6167,150.6667,77.83,83,99,19.75,overcast clouds
633,Rawson,AR,-43.3002,-65.1023,62.11,36,70,6.22,broken clouds
634,Empangeni,ZA,-28.762,31.8933,58.57,76,88,9.53,light rain
635,Les Cayes,HT,18.2,-73.75,84.2,72,96,9.13,overcast clouds
636,Garowe,SO,8.4054,48.4845,77.11,71,85,19.04,overcast clouds
637,Morgan City,US,29.6994,-91.2068,86.0,75,50,10.54,scattered clouds
638,Ust-Barguzin,RU,53.45,108.9833,41.34,67,52,4.5,broken clouds
639,Mercedes,AR,-34.6515,-59.4307,65.03,68,0,7.87,clear sky
640,Mayumba,GA,-3.432,10.6554,75.13,89,100,9.01,light rain
641,Le Port,RE,-20.9373,55.2919,68.61,81,4,8.84,clear sky
642,Puerto Quijarro,BO,-17.7833,-57.7667,94.26,21,13,2.68,few clouds
643,Uvalde,US,29.3669,-99.767,101.52,36,0,4.88,clear sky
644,Nara,JP,34.6851,135.8049,73.65,95,100,6.38,moderate rain
645,Dunedin,NZ,-45.8742,170.5036,47.8,61,44,11.01,scattered clouds
646,Noumea,NC,-22.2763,166.4572,68.81,59,18,11.61,few clouds
647,Honningsvag,NO,70.9821,25.9704,44.69,79,95,16.02,overcast clouds
648,Kolondieba,ML,11.0882,-6.8926,75.09,88,77,0.98,broken clouds
649,Ushtobe,KZ,45.2514,77.9838,67.26,22,13,8.68,few clouds
650,Claremore,US,36.3126,-95.6161,93.34,43,0,5.99,clear sky
651,Olavarria,AR,-36.8927,-60.3225,58.21,77,0,7.09,clear sky
652,Qui Nhon,VN,13.7667,109.2333,76.32,90,86,3.85,overcast clouds
653,Gumdag,TM,39.2061,54.5906,73.22,82,0,4.29,clear sky
654,Barranco,PA,9.5167,-82.7,84.74,70,82,4.07,broken clouds
655,Taksimo,RU,56.3444,114.8794,33.3,81,84,0.72,broken clouds
656,Sakakah,SA,29.9697,40.2064,83.39,28,0,15.01,clear sky
657,Sabaudia,IT,41.3003,13.0282,73.89,94,69,2.95,broken clouds
658,Hami,CN,42.8,93.45,70.0,35,51,8.5,broken clouds
659,Son La,VN,21.3167,103.9,68.13,96,87,1.19,overcast clouds
660,Boddam,GB,57.4667,-1.7833,59.09,95,94,15.73,overcast clouds
661,Tommot,RU,58.9564,126.2925,38.35,92,100,15.7,light rain
662,Kokopo,PG,-4.352,152.2633,81.57,72,93,11.34,overcast clouds
663,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,88.79,35,79,5.46,broken clouds
664,Esna,EG,25.2934,32.554,80.98,34,3,11.01,clear sky
665,Sur,OM,22.5667,59.5289,83.91,70,7,11.07,clear sky
666,Colac,AU,-38.3333,143.5833,51.01,75,75,15.73,broken clouds
667,Belyy Yar,RU,53.6039,91.3903,51.31,73,32,4.0,scattered clouds
668,Sompeta,IN,18.9333,84.6,80.91,80,100,4.52,overcast clouds
669,La Macarena,CO,2.1837,-73.7849,79.23,76,71,2.1,broken clouds
670,Havoysund,NO,70.9963,24.6622,43.12,81,99,8.93,overcast clouds
671,Cheltenham,GB,51.9,-2.0833,60.57,81,79,1.99,broken clouds
672,Linhares,BR,-19.3911,-40.0722,70.38,78,7,4.9,clear sky
673,Bontang,ID,0.1333,117.5,76.26,91,100,5.08,overcast clouds
674,Patea,NZ,-39.7583,174.4833,50.61,61,10,6.69,clear sky
675,Tokur,RU,53.1333,132.9,33.42,94,100,5.73,overcast clouds
676,Uusikaupunki,FI,60.8004,21.4084,42.22,79,87,7.34,overcast clouds
677,Fukue,JP,32.6881,128.8419,74.93,83,99,18.9,overcast clouds
678,Matay,EG,28.419,30.7792,78.51,48,0,17.16,clear sky
679,Fershampenuaz,RU,53.5202,59.8117,41.54,75,100,8.66,overcast clouds
680,Strezhevoy,RU,60.7333,77.5889,41.79,94,100,8.41,moderate rain
681,Oranjemund,NA,-28.55,16.4333,63.91,46,0,10.11,clear sky
682,Garissa,KE,-0.4536,39.6401,74.84,72,19,18.19,few clouds
683,Sa Kaeo,TH,13.75,102.3333,73.78,95,93,5.12,overcast clouds
684,Fort Saint James,CA,54.4333,-124.25,45.52,87,100,5.21,overcast clouds
685,Dong Hoi,VN,17.4833,106.6,77.63,82,39,4.36,scattered clouds
686,Da Lat,VN,11.9465,108.4419,59.27,97,95,1.63,overcast clouds
687,Locri,IT,38.2414,16.2623,82.99,43,69,5.79,broken clouds
688,Luanda,AO,-8.8368,13.2343,70.88,82,12,9.13,few clouds
689,Marienburg,PL,54.0359,19.0266,59.88,96,99,8.48,light rain
690,Mandalgovi,MN,45.7625,106.2708,54.9,52,26,3.87,scattered clouds
691,Hermiston,US,45.8404,-119.2895,83.1,12,100,10.87,overcast clouds
692,Gat,IL,31.61,34.7642,75.81,68,0,4.23,clear sky
693,Asau,RO,46.4333,26.4,66.76,73,94,5.1,overcast clouds
694,Mizdah,LY,31.4451,12.9801,75.83,28,0,7.43,clear sky
695,Toma,BF,12.7667,-2.8833,79.59,71,39,5.82,scattered clouds
696,Chenzhou,CN,25.8,113.0333,75.7,83,28,3.53,scattered clouds
697,Mafinga,TZ,-7.25,35.0667,75.15,47,1,4.74,clear sky
698,Kattivakkam,IN,13.2167,80.3167,82.49,77,97,5.95,overcast clouds
699,Nanaimo,CA,49.1663,-123.936,52.84,94,100,5.01,moderate rain
700,Kongoussi,BF,13.3258,-1.5347,83.73,58,79,6.46,broken clouds
701,Kyra,RU,49.5776,111.9753,48.7,96,84,3.94,broken clouds
702,Waddan,LY,29.1614,16.139,79.34,31,0,10.31,clear sky
703,Namibe,AO,-15.1961,12.1522,62.06,88,50,7.34,scattered clouds
704,Mackay,AU,-21.15,149.2,72.05,63,12,13.62,few clouds
